ttr,hapax,sent_var,fk_grade,semicolon,emdash,exclaim,question,colon,comma,adj_noun,tree_depth,label
0.675,0.5333333333333333,16.485684025170983,13.23735119047619,20.304568527918782,0.0,0.0,0.0,0.0,76.14213197969544,0.5384615384615384,7.428571428571429,human
,,9.617692030835672,9.403571428571428,8.403361344537815,50.420168067226896,16.80672268907563,0.0,8.403361344537815,67.22689075630252,0.37037037037037035,8.0,human
0.725,0.6,16.764247671756703,12.925197080291973,14.5985401459854,0.0,0.0,0.0,0.0,87.5912408759124,0.36666666666666664,6.0,human
0.6666666666666666,0.5,19.456618411224497,15.564592198581561,0.0,0.0,0.0,0.0,0.0,83.91608391608392,0.5454545454545454,8.25,human
,,13.876599006961325,11.503663551401871,0.0,27.272727272727273,9.090909090909092,9.090909090909092,0.0,90.9090909090909,0.45454545454545453,7.666666666666667,human
0.725,0.6166666666666667,22.74862633215465,16.324411764705882,7.092198581560284,0.0,0.0,0.0,7.092198581560284,56.73758865248227,0.5555555555555556,9.0,human
,,13.474255287605157,15.01545454545455,8.928571428571429,0.0,0.0,0.0,0.0,71.42857142857143,0.48,8.0,human
0.7166666666666667,0.5666666666666667,23.11190169587955,21.964131147540986,16.260162601626018,0.0,0.0,0.0,4.065040650406504,77.23577235772358,0.3728813559322034,9.6,human
0.6583333333333333,0.5,77.5,59.77307692307693,0.0,12.658227848101266,6.329113924050633,0.0,0.0,101.26582278481013,0.44,11.0,human
,,20.98147330914162,14.067961165048548,19.23076923076923,0.0,0.0,0.0,0.0,67.3076923076923,0.09090909090909091,8.666666666666666,human
,,15.831613941730641,10.380272277227725,0.0,19.417475728155342,0.0,0.0,0.0,77.66990291262137,0.47058823529411764,6.25,human
0.6916666666666667,0.5583333333333333,27.034977344173974,12.999008674101614,33.45724907063197,0.0,0.0,0.0,0.0,92.93680297397769,0.5333333333333333,6.375,human
,,19.72941965694886,13.001603773584907,18.51851851851852,0.0,0.0,0.0,9.25925925925926,120.37037037037037,0.2,6.75,human
0.7,0.6083333333333333,13.601470508735444,12.843947368421052,12.987012987012987,0.0,0.0,0.0,0.0,90.9090909090909,0.3333333333333333,8.4,human
0.7416666666666667,0.6,14.639705859556093,15.00373015873016,7.8125,0.0,0.0,0.0,0.0,50.78125,0.47368421052631576,7.333333333333333,human
0.7,0.575,33.0681115275729,15.151612903225807,8.0,0.0,0.0,0.0,0.0,104.0,0.25925925925925924,8.0,human
,,22.0,21.14192307692308,28.846153846153847,0.0,0.0,0.0,0.0,96.15384615384616,0.36,8.5,human
,,31.25522178594945,22.685714285714287,17.391304347826086,0.0,0.0,0.0,17.391304347826086,69.56521739130434,0.6521739130434783,10.0,human
0.6916666666666667,0.5583333333333333,57.5,34.05257396449704,0.0,33.333333333333336,0.0,0.0,0.0,72.22222222222223,0.4411764705882353,9.0,human
0.6583333333333333,0.5416666666666666,28.994252303976847,16.429682539682542,7.936507936507937,0.0,0.0,0.0,0.0,55.55555555555556,0.75,7.0,human
,,33.5,21.96690476190476,28.037383177570096,0.0,0.0,0.0,0.0,56.07476635514019,0.3333333333333333,6.5,human
0.6666666666666666,0.5583333333333333,13.935117509371782,13.909980620155043,62.01550387596899,0.0,7.751937984496124,0.0,0.0,46.51162790697674,0.6956521739130435,8.0,human
0.6916666666666667,0.5416666666666666,11.271202242884296,13.255351351351354,20.0,13.333333333333334,0.0,0.0,6.666666666666667,33.333333333333336,0.6842105263157895,8.2,human
0.6916666666666667,0.5833333333333334,53.0,42.31711711711712,44.64285714285714,8.928571428571429,0.0,0.0,4.464285714285714,116.07142857142857,0.2558139534883721,11.0,human
0.6916666666666667,0.5333333333333333,11.506874608915581,9.946889763779527,23.4375,0.0,0.0,0.0,0.0,78.125,0.5416666666666666,6.333333333333333,human
0.7083333333333334,0.575,11.269427669584644,10.541152073732722,23.80952380952381,0.0,0.0,0.0,0.0,71.42857142857143,0.391304347826087,5.857142857142857,human
0.6333333333333333,0.4583333333333333,32.50476888088885,18.850389380530974,0.0,8.695652173913043,0.0,0.0,0.0,73.91304347826086,0.41304347826086957,10.0,human
,,7.980444849756184,10.029777227722775,9.900990099009901,0.0,0.0,0.0,0.0,89.10891089108911,0.4090909090909091,6.666666666666667,human
0.7166666666666667,0.6,45.18357617050199,20.07732484076433,18.987341772151897,0.0,0.0,0.0,6.329113924050633,101.26582278481013,0.7307692307692307,7.666666666666667,human
0.6916666666666667,0.5583333333333333,28.0,26.96095238095238,15.384615384615383,0.0,0.0,0.0,0.0,69.23076923076923,0.45161290322580644,8.0,human
0.7166666666666667,0.5666666666666667,13.490737563232042,10.543326719576722,15.625,0.0,0.0,0.0,0.0,72.91666666666667,0.41935483870967744,6.5,human
,,21.458899668901946,10.511140186915888,18.181818181818183,9.090909090909092,9.090909090909092,0.0,0.0,36.36363636363637,0.28,5.8,human
0.6916666666666667,0.5416666666666666,24.12135982899803,14.708521126760562,13.986013986013987,0.0,0.0,0.0,0.0,83.91608391608392,0.4230769230769231,9.666666666666666,human
0.6666666666666666,0.525,18.17030544597421,12.236666666666668,24.59016393442623,16.39344262295082,0.0,0.0,0.0,90.16393442622952,0.5384615384615384,10.0,human
0.6833333333333333,0.5916666666666667,3.0,29.52931506849315,6.7114093959731544,0.0,0.0,0.0,0.0,80.53691275167786,0.5172413793103449,12.0,human
0.7083333333333334,0.5583333333333333,25.251389131317598,12.39376373626374,14.354066985645934,0.0,0.0,0.0,14.354066985645934,105.26315789473685,0.25,7.285714285714286,human
0.725,0.6,20.18662923818635,13.821428571428573,14.285714285714285,0.0,0.0,0.0,14.285714285714285,99.99999999999999,0.32142857142857145,8.0,human
0.7,0.575,20.801141795584204,14.194673913043477,17.241379310344826,0.0,0.0,0.0,0.0,94.82758620689654,0.37209302325581395,7.666666666666667,human
0.6916666666666667,0.5583333333333333,16.460862674841803,18.295000000000005,5.9171597633136095,0.0,0.0,0.0,0.0,100.59171597633136,0.2702702702702703,8.75,human
,,13.67073110293992,14.665471698113208,0.0,0.0,0.0,0.0,0.0,82.56880733944953,0.21428571428571427,9.333333333333334,human
0.675,0.5083333333333333,11.01135777277262,7.804307359307362,21.459227467811157,8.583690987124463,12.875536480686694,0.0,0.0,94.4206008583691,0.4722222222222222,6.0,human
0.6916666666666667,0.5666666666666667,18.876793513023692,14.461310344827588,17.045454545454547,0.0,0.0,0.0,0.0,96.5909090909091,0.34210526315789475,7.5,human
0.6916666666666667,0.55,28.178005607210743,15.655897435897437,16.39344262295082,16.39344262295082,0.0,0.0,16.39344262295082,57.37704918032787,0.2,6.666666666666667,human
,,10.338708279513883,17.431260504201678,8.403361344537815,0.0,0.0,0.0,0.0,100.84033613445379,0.4583333333333333,8.333333333333334,human
0.6666666666666666,0.5333333333333333,31.403622402519108,19.527787958115187,15.625,0.0,0.0,0.0,5.208333333333333,83.33333333333333,0.13636363636363635,7.0,human
,,16.759740119968715,15.192897196261683,8.849557522123893,44.24778761061947,8.849557522123893,0.0,0.0,53.097345132743364,0.4,7.666666666666667,human
,,11.926860441876563,11.258333333333336,0.0,8.695652173913043,0.0,0.0,0.0,104.34782608695652,0.24242424242424243,7.0,human
0.6416666666666667,0.5333333333333333,47.74083681713172,21.33487556561086,22.32142857142857,4.464285714285714,0.0,0.0,0.0,58.035714285714285,0.3958333333333333,9.75,human
0.7,0.5666666666666667,21.174498223098464,13.555361947469574,13.215859030837004,8.810572687224669,0.0,0.0,4.405286343612334,61.67400881057269,0.3333333333333333,6.428571428571429,human
0.6916666666666667,0.575,13.30100246848585,11.399444444444445,26.143790849673202,0.0,0.0,0.0,0.0,117.64705882352942,0.34375,7.0,human
0.675,0.5166666666666667,13.605221086639,8.235557872784153,0.0,14.388489208633093,0.0,0.0,0.0,71.94244604316546,0.3333333333333333,5.375,human
0.7166666666666667,0.5833333333333334,12.776932339180638,13.231229508196723,24.193548387096776,16.129032258064516,0.0,0.0,0.0,137.09677419354838,0.39285714285714285,8.666666666666666,human
0.675,0.5166666666666667,10.170545708072897,13.774065359477127,12.987012987012987,0.0,0.0,0.0,12.987012987012987,64.93506493506493,0.32142857142857145,7.8,human
0.7,0.5666666666666667,20.06378716881625,13.710829145728642,9.900990099009901,9.900990099009901,0.0,0.0,0.0,123.76237623762376,0.3333333333333333,7.5,human
,,16.513252253871737,12.866438053097344,44.24778761061947,0.0,0.0,0.0,0.0,53.097345132743364,0.34615384615384615,6.5,human
0.6916666666666667,0.55,21.411964464341477,14.720603351955308,21.978021978021978,10.989010989010989,0.0,0.0,0.0,71.42857142857143,0.5333333333333333,7.75,human
0.6166666666666667,0.425,11.480660066196348,10.409093959731546,26.845637583892618,0.0,0.0,0.0,0.0,87.24832214765101,0.36363636363636365,6.5,human
0.6583333333333333,0.5083333333333333,17.6,14.522837988826815,0.0,11.049723756906078,0.0,0.0,0.0,71.8232044198895,0.37142857142857144,9.4,human
,,5.244044240850758,12.187142857142856,17.699115044247787,0.0,0.0,0.0,0.0,70.79646017699115,0.3333333333333333,7.25,human
0.725,0.6333333333333333,18.413038858374247,15.106151898734183,12.5,0.0,0.0,0.0,12.5,75.0,0.5263157894736842,8.0,human
,,19.067132861433457,17.934285714285718,8.849557522123893,0.0,0.0,0.0,0.0,97.34513274336283,0.4166666666666667,8.0,human
0.7,0.5416666666666666,11.60344776348823,9.68926315789474,14.925373134328357,0.0,0.0,0.0,0.0,104.4776119402985,0.5,5.6,human
0.7,0.5666666666666667,6.847546194724712,13.09714285714286,15.463917525773196,0.0,0.0,0.0,10.309278350515463,118.55670103092783,0.24615384615384617,9.166666666666666,human
